user_input,columns
what are my errors?,"error,exception.message,exception.type,url.query,client.port,name,server.address,client.address,type,duration_ms,http.route,server.port,service.worker_pool.tasks.failed,service.name,status_code,library.name,system.memory.usage_mb,url.path,service.worker_pool.tasks.completed,url.scheme,http.response.status_code,status_message,http.response.body,parent_name,span.kind,enduser.user.email,service.worker_pool.tasks.waiting,http.request.body.size,enduser.project.name,http.response.body.size,http.request.body,enduser.user.id,http.request.headers,service.worker_pool.tasks.successful,service.worker_pool.tasks.submitted,user_agent.original,http.response.headers,telemetry.sdk.language,trace.parent_id,enduser.project.id,http.request.method,span.num_events,service.worker_pool.workers.running,service.worker_pool.workers.idle,trace.trace_id,trace.span_id,enduser.organization.name,span.num_links,http.forwarded_to,meta.signal_type,service_name,db.statement"
what are my errors?,"error,os.name,os.type,name,http.url,os.version,type,duration_ms,service.name,peer.service,http.method,os.description,status_code,library.name,http.target,net.host.name,honeycomb.distro.language,service.version,span.kind,http.flavor,net.peer.name,http.scheme,process.runtime.name,service.instance.id,http.user_agent,net.peer.port,process.runtime.version,http.status_code,telemetry.sdk.language,trace.parent_id,span.num_events,trace.trace_id,dashboard_query_option,organizationId,trace.span_id,span.num_links,meta.signal_type,telemetry.sdk.name,telemetry.sdk.version,honeycomb.distro.runtime_version,honeycomb.distro.version,http.route,exception.message,parent_name"
latency distribution by endpoint,"client.port,duration_ms,client.address,enduser.project.name,enduser.project.id,enduser.user.id,server.port,enduser.user.email,server.address,span.kind,enduser.organization.id,enduser.organization.name,http.route,url.query,service.worker_pool.tasks.waiting,service.name,meta.signal_type,trace.span_id,url.path,service.worker_pool.workers.idle,trace.trace_id,worker_pool.tasks.waiting,http.response.body,error,queue.invocations.hung,http.response.body.size,span.num_events,queue.schedules.workable,worker_pool.workers.idle,queue.schedules.hung,worker_pool.tasks.completed,service.worker_pool.tasks.completed,exception.type,telemetry.sdk.language,service.worker_pool.tasks.submitted,name,queue.tasks.hung,system.memory.usage_mb,user_agent.original,queue.tasks.workable,url.scheme,span.num_links,service.worker_pool.workers.running,worker_pool.tasks.submitted,status_code,type,worker_pool.workers.running,service.worker_pool.tasks.successful,http.request.body.size,exception.message,parent_name,trace.parent_id,http.response.status_code,db.statement"
latency distribution by status code,"status_code,http.response.status_code,status_message,duration_ms,service.worker_pool.tasks.waiting,client.port,http.response.body.size,service.worker_pool.workers.idle,service.worker_pool.tasks.submitted,service.worker_pool.tasks.completed,telemetry.sdk.language,meta.signal_type,client.address,http.response.body,service.worker_pool.tasks.successful,server.address,error,server.port,http.response.headers,service.worker_pool.workers.running,system.memory.usage_mb,trace.trace_id,span.kind,enduser.user.id,service.worker_pool.tasks.failed,enduser.project.id,trace.span_id,http.route,http.request.method,url.query,url.scheme,http.request.body.size,exception.type,enduser.project.name,service.name,telemetry.sdk.version,enduser.user.email,span.num_events,user_agent.original,enduser.organization.id,http.forwarded_to,exception.message,type,url.path,library.name,span.num_links,trace.parent_id,http.request.headers,telemetry.sdk.name,enduser.organization.name,parent_name,name,db.statement,service_name"
what are my errors?,"code.lineno,name,code.namespace,type,duration_ms,service.name,busy_ns,idle_ns,status_code,library.name,outcome,thread.id,thread.name,library.version,code.filepath,span.kind,trace.parent_id,span.num_events,trace.trace_id,trace.span_id,span.num_links,meta.signal_type,http.route"
what are my errors?,"error,error.type,error.msg,sqs.error,error.cause_chain,email,target,code.lineno,latency,id,name,http.url,transaction.id,code.namespace,type,duration_ms,provider,account.id,service.name,http.method,operation,busy_ns,idle_ns,status_code,library.name,http.host,classification,invitation_id,thread.id,thread.name,library.version,code.filepath,customer.payment.outbound.missing_in_internal,level,parent_name,adapter.payment.missing_in_internal,net.host.port,service.version,span.kind,organisation.id,http.scheme,sqs.outcome,internal_account.id,organisation_id,http.path,http.user_agent,http.status_code,trace.parent_id,span.num_events,sns.topic,http.route"
what are my errors,"error,error.type,error.msg,sqs.error,error.cause_chain,email,target,code.lineno,http.url,latency,name,type,http.method,duration_ms,id,transaction.id,provider,code.namespace,account.id,idle_ns,busy_ns,service.name,operation,status_code,http.host,library.name,classification,library.version,thread.id,code.filepath,service.version,customer.payment.outbound.missing_in_internal,thread.name,net.host.port,adapter.payment.missing_in_internal,level,invitation_id,http.scheme,organisation.id,parent_name,internal_account.id,span.kind,http.user_agent,sqs.outcome,http.path,http.status_code,trace.parent_id,trace.trace_id,span.num_events,organisation_id,http.route"
I want to see events where service name is workload-optimization-algorithm,"service.namespace,service_name,service.name,app.optimization_job.id,app.optimization_job.executor.default,app.optimization_job.executor.requested,service.version,app.optimization_job.executor.used,serviceRequestId,app.optimization.ltp.logging_identifier,app.optimization.idp.logging_identifier,app.optimization.idp.request_id,app.optimization_job.planning_unit_id,app.optimization_data.employee_count,process.runtime.name,old_format_wfo_12018,exception.stacktrace,name,query_time_microseconds,tls.alpnProtocol,app.optimization.ltp.request_id,endpoint,telemetry.instrumentation_library,telemetry.sdk.name,queue_time_microseconds,db.instance,process.executable.name,app.optimization_data.fixed_shift_count,deployment.environment,telemetry.sdk.language,app.customer,OS,db.operation,span.num_events,process.runtime.description,az.service_request_id,requestId,net.host.name,net.transport,messaging.source.name,db.system,subcategory,tls.cipher.name,span.kind,Is Public API Route?,messaging.operation,library.name,source,az.client_request_id,az.namespace,duration_ms,parent_name,trace.parent_id,planning_unit,category,app.version,exception.message,initial_access_timestamp,locale,count,index,length,http.status_code,http.route,db.statement,page_name,value,counter,error"
hugo.barauna@gmail.com,"name,net.transport,db.url,error,db.name,library.name,service.namespace,net.host.name,phoenix.plug,service.name,net.host.port,source,http.route,db.instance,phoenix.action,parent_name,db.type,http.target,type,exception.stacktrace,http.flavor,span.kind,liveview.event,exception.message,service.version,http.user_agent,library.version,http.scheme,liveview.uri,liveview.callback,http.method,net.peer.port,exception.type,trace.span_id,status_code,duration_ms,service.instance.id,db.statement,telemetry.sdk.language,meta.annotation_type,trace.parent_id,trace.trace_id,liveview.module,http.client_ip,http.status_code,meta.signal_type,queue_time_microseconds,query_time_microseconds,process.executable.name,net.sock.host.addr"
latency distribution by status code,"status_code,sli.automations_processing_latency,status_message,sli.postgres_query_latency,sli.sidekiq_latency,/api/v3/person/searchResults/1888eec0fefd4f4baf064fb191c0920b StatusCode,/api/v3/person/searchResults/bad68cdddaf04efa9377196d0b3b509c StatusCode,/api/v3/person/searchResults/cc2fbe1170494b768833b6b92b3603f1 StatusCode,/api/v3/person/searchResults/6d35ab5485c44d51b4d42d839336e87e StatusCode,/api/v3/person/searchResults/d8dc6c8eb2404c0491f42cfd50fafe4e StatusCode,/api/v3/person/searchResults/408235be2c2a43418a5f096293c197e4 StatusCode,/api/v3/person/searchResults/c99bbdac21af4c6991f848f2fb1bfd44 StatusCode,/api/v3/person/searchResults/901796f94b5544e6a3d418eea0dbb14f StatusCode,/api/v3/person/searchResults/94ddef4ac85b4e699cf182760c71a26e StatusCode,/api/v3/person/searchResults/254af07c059b4b299d3cbd7d27c36df8 StatusCode,http.status_code,/api/v3/person/searchResults/1b0ca2e804a2465f8750a7069c28c532 StatusCode,sli.elasticsearch_search_latency,/api/v3/person/searchResults/aa65b4fa900d472ca11a0d82119567e5 StatusCode,/api/v3/person/searchResults/5965f41e3944422ca902899c27b68d1a StatusCode,/api/v3/person/searchResults/44db9cd325eb43bd87afca7009425f4d StatusCode,/api/v3/person/searchResults/8b558e6c68ef4191b9d548d6198238da StatusCode,/api/v3/person/searchResults/c37bd21a1ca74ffa88eed953ec23f2c2 StatusCode,/api/v3/person/searchResults/6043528c27724c62a9a1d4ce0bc8f82f StatusCode,/api/v2/personReport/reportResults StatusCode,/api/v3/person/searchResults/bf5037eff8704be7853c2a57194f3fa0 StatusCode,/api/v3/person/searchResults/3e287fdc4c714b0498e418b9a700cfc6 StatusCode,/api/v3/person/searchResults/931eb225a1374ff2a79f5e76ddb79fd1 StatusCode,/api/v3/person/searchResults/8b6c5c722602405a85b860f281d48481 StatusCode,/api/v3/person/searchResults/8424638077f34c84bb4e34c29c224a81 StatusCode,/api/v3/person/searchResults/8d94deba2191445989e8c33f5e3c90b3 StatusCode,/api/v3/person/searchResults/7009d70936d04f9383067467ef44d1e7 StatusCode,/api/v3/person/searchResults/58b9f35f0e2f455190b4352b04a8e1bc StatusCode,/api/v3/person/searchResults/08602d1f1f69415783be622e2718d37a StatusCode,/api/v3/person/searchResults/4c269acb173f4f43a84b4d5ccedd73f8 StatusCode,/api/v3/person/searchResults/a81a2949268c48d097a33dd2ce08c707 StatusCode,/api/v3/person/searchResults/a3a84e74a84347a089cfd5ff08ae0622 StatusCode,/api/v3/person/searchResults/57f807666f5b429b9b98531c46385e8e StatusCode,/api/v3/person/searchResults/5d0a5940f75946ed83576e13e8079416 StatusCode,/api/v3/person/searchResults/a3763b3ffd214a159608031ca286f0f0 StatusCode,/api/v3/person/searchResults/41583370459c4d328e4d14ec7c071cb3 StatusCode,/api/v3/person/searchResults/cb75fae3d7be4d6c8febafd73a0d921f StatusCode,/api/v3/person/searchResults/be029d3ef4a14f3b953af7bfeef1790b StatusCode,/api/v3/person/searchResults/4cfe9bddbe404588854d89205dd5294a StatusCode,/api/v3/person/searchResults/9a9be8a3283e450ca780a4f3a232c415 StatusCode,/api/v3/person/searchResults/15679de7c63345fa8f1ea3c8e39195bc StatusCode,/api/v3/person/searchResults/ef952d55633d4035865dfaf12c27e6ab StatusCode,/api/v3/person/searchResults/f559ed86949e4506a7ffae06d45db340 StatusCode,duration_ms,/api/v3/person/searchResults/f5a719f5519e46c9a73dd346962f72b8 StatusCode,name,trace.parent_id,http.route,parent_name,db.statement,service.name,exception.message,error"
Identity API,"service.instance.id,name,fgp.identityapi.fetch_identity_duration,trace.span_id,library.name,fgp.identityapi.create_identity_duration,trace.parent_id,trace.trace_id,service.version,service.name,library.version,context.portal_site_id,telemetry.sdk.name,context.short_code,meta.refinery.reason,http.target,status_code,type,http.url,telemetry.sdk.language,net.host.name,span.kind,http.flavor,fgp.identityapi.create_cust_profile_duration,meta.refinery.sample_key,telemetry.instrumentation_library,http.route,fgp.identityapi.fetch_cust_profile_duration,fgp.identityapi.verify_email_duration,telemetry.sdk.version,fgp.cache.key,meta.signal_type,context.machine_name,fgp.identityapi.reset_password_duration,http.user_agent,http.method,http.scheme,context.branch_code,duration_ms,context.machine_env,fgp.cache.miss,meta.refinery.original_sample_rate,http.status_code,span.num_links,span.num_events,fgp.cache.fetch_duration"
slowest requests,"duration_ms,http.request_content_length_uncompressed,http.method,http.response_content_length_uncompressed,http.url,net.transport,http.target,db.operation,http.host,db.system,db.user,name,db.name,tls.protocol,service.name,tls.authorized,http.user_agent,http.flavor,db.statement,process.command,net.host.ip,peer.ipv4,net.host.name,http.scheme,process.owner,span.kind,db.sql.table,tls.alpnProtocol,http.status_code,process.pid,type,net.host.port,library.name,library.version,status_code,net.peer.name,net.peer.port,db.connection_string,trace.trace_id,http.status_text,span.num_events,tls.cipher.name,tls.cipher.version,trace.span_id,span.num_links,telemetry.instrumentation_library,process.command_args,http.client_ip,net.peer.ip,meta.signal_type,http.route,service_name,trace.parent_id"
